date,Days,Country/Region,Confirmed,New_Confirmed,Deaths,New_Deaths,Recovered,New_Recovered,Latitude,Longitude,Active_Cases,Area,Population,Population Density,"Confirmed per 500,000 km2",Confirmed per million population,Happiness Index Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,GDP/Capita
03-22-2020,21,Andorra,113,25,1,1,1,0,42.5063,1.5218,111,464,76177,164.174569,243.5344828,1483.387374,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,20,Andorra,88,13,0,0,1,0,42.5063,1.5218,87,464,76177,164.174569,189.6551724,1155.204327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,19,Andorra,75,22,0,0,1,0,42.5063,1.5218,74,464,76177,164.174569,161.637931,984.5491421,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,18,Andorra,53,14,0,0,1,0,42.5063,1.5218,52,464,76177,164.174569,114.2241379,695.7480604,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,16,Andorra,39,37,0,0,1,0,42.5063,1.5218,38,464,76177,164.174569,84.05172414,511.9655539,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,17,Andorra,39,0,0,0,1,0,42.5063,1.5218,38,464,76177,164.174569,84.05172414,511.9655539,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,15,Andorra,2,1,0,0,1,0,42.5063,1.5218,1,464,76177,164.174569,4.310344828,26.25464379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-02-2020,1,Andorra,1,1,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-03-2020,2,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-04-2020,3,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-05-2020,4,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-06-2020,5,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-07-2020,6,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-08-2020,7,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-09-2020,8,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-10-2020,9,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-11-2020,10,Andorra,1,0,0,0,0,0,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-12-2020,11,Andorra,1,0,0,0,1,1,42.5063,1.5218,0,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-13-2020,12,Andorra,1,0,0,0,0,-1,42.5063,1.5218,1,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,13,Andorra,1,0,0,0,1,1,42.5063,1.5218,0,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,14,Andorra,1,0,0,0,1,0,42.5063,1.5218,0,464,76177,164.174569,2.155172414,13.1273219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,6,Aruba,4,1,0,0,0,0,12.5211,-69.9683,4,180,112309,623.9388889,22.22222222,35.61602365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,7,Aruba,4,0,0,0,0,0,12.5211,-69.9683,4,180,112309,623.9388889,22.22222222,35.61602365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,5,Aruba,3,1,0,0,0,0,12.5211,-69.9683,3,180,112309,623.9388889,16.66666667,26.71201774,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-13-2020,1,Aruba,2,2,0,0,0,0,12.5211,-69.9683,2,180,112309,623.9388889,11.11111111,17.80801182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,2,Aruba,2,0,0,0,0,0,12.5211,-69.9683,2,180,112309,623.9388889,11.11111111,17.80801182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,3,Aruba,2,0,0,0,0,0,12.5211,-69.9683,2,180,112309,623.9388889,11.11111111,17.80801182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,4,Aruba,2,0,0,0,0,0,12.5211,-69.9683,2,180,112309,623.9388889,11.11111111,17.80801182,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,2,Cabo Verde,3,2,0,0,0,0,16.5388,-23.0418,3,4033,550483,136.494669,0.743863129,5.449759575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,3,Cabo Verde,3,0,0,0,0,0,16.5388,-23.0418,3,4033,550483,136.494669,0.743863129,5.449759575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,1,Cabo Verde,1,1,0,0,0,0,16.5388,-23.0418,1,4033,550483,136.494669,0.247954376,1.816586525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-13-2020,1,Cayman Islands,1,1,0,0,0,0,19.3133,-81.2546,1,259,65813,254.1042471,3.861003861,15.19456642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,2,Cayman Islands,1,0,0,0,0,0,19.3133,-81.2546,1,259,65813,254.1042471,3.861003861,15.19456642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,3,Cayman Islands,1,0,0,0,0,0,19.3133,-81.2546,1,259,65813,254.1042471,3.861003861,15.19456642,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-10-2020,1,Channel Islands,1,1,0,0,0,0,49.3723,-2.3644,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,11,Cote d'Ivoire,14,5,0,0,1,0,7.54,-5.5471,13,322921,25823071,79.96714676,0.043354257,0.542150854,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,12,Cote d'Ivoire,14,0,0,0,1,0,7.54,-5.5471,13,322921,25823071,79.96714676,0.043354257,0.542150854,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,9,Cote d'Ivoire,9,3,0,0,1,0,7.54,-5.5471,8,322921,25823071,79.96714676,0.027870594,0.348525549,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,10,Cote d'Ivoire,9,0,0,0,1,0,7.54,-5.5471,8,322921,25823071,79.96714676,0.027870594,0.348525549,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,8,Cote d'Ivoire,6,1,0,0,1,0,7.54,-5.5471,5,322921,25823071,79.96714676,0.018580396,0.232350366,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,7,Cote d'Ivoire,5,4,0,0,1,1,7.54,-5.5471,4,322921,25823071,79.96714676,0.015483663,0.193625305,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-11-2020,1,Cote d'Ivoire,1,1,0,0,0,0,7.54,-5.5471,1,322921,25823071,79.96714676,0.003096733,0.038725061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-12-2020,2,Cote d'Ivoire,1,0,0,0,0,0,7.54,-5.5471,1,322921,25823071,79.96714676,0.003096733,0.038725061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-13-2020,3,Cote d'Ivoire,1,0,0,0,0,0,7.54,-5.5471,1,322921,25823071,79.96714676,0.003096733,0.038725061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,4,Cote d'Ivoire,1,0,0,0,0,0,7.54,-5.5471,1,322921,25823071,79.96714676,0.003096733,0.038725061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,5,Cote d'Ivoire,1,0,0,0,0,0,7.54,-5.5471,1,322921,25823071,79.96714676,0.003096733,0.038725061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,6,Cote d'Ivoire,1,0,0,0,0,0,7.54,-5.5471,1,322921,25823071,79.96714676,0.003096733,0.038725061,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-11-2020,1,Cruise Ship,696,696,7,7,325,325,35.4437,139.638,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-12-2020,2,Cruise Ship,696,0,7,0,325,0,35.4437,139.638,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-13-2020,3,Cruise Ship,696,0,7,0,325,0,35.4498,139.6649,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,4,Cruise Ship,696,0,7,0,325,0,35.4498,139.6649,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,5,Cruise Ship,696,0,7,0,325,0,35.4498,139.6649,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,6,Cruise Ship,696,0,7,0,325,0,35.4498,139.6649,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,7,Cruise Ship,696,0,7,0,325,0,35.4498,139.6649,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,8,Cruise Ship,712,16,7,0,325,0,35.4498,139.6649,380,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,9,Cruise Ship,712,0,7,0,325,0,35.4498,139.6649,380,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,10,Cruise Ship,712,0,7,0,325,0,35.4498,139.6649,380,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,11,Cruise Ship,712,0,8,1,325,0,35.4498,139.6649,379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,12,Cruise Ship,712,0,8,0,325,0,35.4498,139.6649,379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,11,Cuba,35,14,1,0,0,0,21.5218,-77.7812,34,109884,11209628,102.0132867,0.31851771,3.122315923,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,10,Cuba,21,5,1,0,0,0,21.5218,-77.7812,20,109884,11209628,102.0132867,0.191110626,1.873389554,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,9,Cuba,16,5,1,0,0,0,21.5218,-77.7812,15,109884,11209628,102.0132867,0.145608096,1.427344422,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,8,Cuba,11,4,1,0,0,0,21.5218,-77.7812,10,109884,11209628,102.0132867,0.100105566,0.98129929,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,7,Cuba,7,2,1,1,0,0,21.5218,-77.7812,6,109884,11209628,102.0132867,0.063703542,0.624463185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,6,Cuba,5,1,0,0,0,0,21.5218,-77.7812,5,109884,11209628,102.0132867,0.04550253,0.446045132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-13-2020,2,Cuba,4,1,0,0,0,0,21.5218,-77.7812,4,109884,11209628,102.0132867,0.036402024,0.356836106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,3,Cuba,4,0,0,0,0,0,21.5218,-77.7812,4,109884,11209628,102.0132867,0.036402024,0.356836106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,4,Cuba,4,0,0,0,0,0,21.5218,-77.7812,4,109884,11209628,102.0132867,0.036402024,0.356836106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,5,Cuba,4,0,0,0,0,0,21.5218,-77.7812,4,109884,11209628,102.0132867,0.036402024,0.356836106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-12-2020,1,Cuba,3,3,0,0,0,0,22,-80,3,109884,11209628,102.0132867,0.027301518,0.267627079,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,1,Curacao,1,1,0,0,0,0,12.1696,-68.99,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,2,Curacao,1,0,0,0,0,0,12.1696,-68.99,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,1,East Timor,1,1,0,0,0,0,-8.55,125.56,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,2,East Timor,0,-1,0,0,0,0,-8.55,125.56,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-08-2020,5,Faroe Islands,2,1,0,0,0,0,61.8926,-6.9118,2,1399,50844,36.34310222,1.429592566,39.33600818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-09-2020,6,Faroe Islands,2,0,0,0,0,0,61.8926,-6.9118,2,1399,50844,36.34310222,1.429592566,39.33600818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-10-2020,7,Faroe Islands,2,0,0,0,0,0,61.8926,-6.9118,2,1399,50844,36.34310222,1.429592566,39.33600818,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-04-2020,1,Faroe Islands,1,1,0,0,0,0,61.8926,-6.9118,1,1399,50844,36.34310222,0.714796283,19.66800409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-05-2020,2,Faroe Islands,1,0,0,0,0,0,61.8926,-6.9118,1,1399,50844,36.34310222,0.714796283,19.66800409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-06-2020,3,Faroe Islands,1,0,0,0,0,0,61.8926,-6.9118,1,1399,50844,36.34310222,0.714796283,19.66800409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-07-2020,4,Faroe Islands,1,0,0,0,0,0,61.8926,-6.9118,1,1399,50844,36.34310222,0.714796283,19.66800409,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,14,French Guiana,18,3,0,0,6,6,3.9339,-53.1258,12,86504,244118,2.822042911,0.208082863,73.73483315,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,15,French Guiana,18,0,0,0,6,0,3.9339,-53.1258,12,86504,244118,2.822042911,0.208082863,73.73483315,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,13,French Guiana,15,4,0,0,0,0,3.9339,-53.1258,15,86504,244118,2.822042911,0.173402386,61.4456943,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,9,French Guiana,11,6,0,0,0,0,3.9339,-53.1258,11,86504,244118,2.822042911,0.12716175,45.06017582,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,10,French Guiana,11,0,0,0,0,0,3.9339,-53.1258,11,86504,244118,2.822042911,0.12716175,45.06017582,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,11,French Guiana,11,0,0,0,0,0,3.9339,-53.1258,11,86504,244118,2.822042911,0.12716175,45.06017582,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,12,French Guiana,11,0,0,0,0,0,3.9339,-53.1258,11,86504,244118,2.822042911,0.12716175,45.06017582,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-07-2020,1,French Guiana,5,5,0,0,0,0,3.9339,-53.1258,5,86504,244118,2.822042911,0.057800795,20.4818981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-08-2020,2,French Guiana,5,0,0,0,0,0,3.9339,-53.1258,5,86504,244118,2.822042911,0.057800795,20.4818981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-09-2020,3,French Guiana,5,0,0,0,0,0,3.9339,-53.1258,5,86504,244118,2.822042911,0.057800795,20.4818981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-10-2020,4,French Guiana,5,0,0,0,0,0,3.9339,-53.1258,5,86504,244118,2.822042911,0.057800795,20.4818981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-11-2020,5,French Guiana,5,0,0,0,0,0,3.9339,-53.1258,5,86504,244118,2.822042911,0.057800795,20.4818981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-12-2020,6,French Guiana,5,0,0,0,0,0,3.9339,-53.1258,5,86504,244118,2.822042911,0.057800795,20.4818981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-13-2020,7,French Guiana,5,0,0,0,0,0,3.9339,-53.1258,5,86504,244118,2.822042911,0.057800795,20.4818981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,8,French Guiana,5,0,0,0,0,0,3.9339,-53.1258,5,86504,244118,2.822042911,0.057800795,20.4818981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-04-2020,1,Gibraltar,1,1,0,0,0,0,36.1408,-5.3536,1,6.8,33701,4956.029412,147.0588235,29.67271001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-05-2020,2,Gibraltar,1,0,0,0,0,0,36.1408,-5.3536,1,6.8,33701,4956.029412,147.0588235,29.67271001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-06-2020,3,Gibraltar,1,0,0,0,0,0,36.1408,-5.3536,1,6.8,33701,4956.029412,147.0588235,29.67271001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-07-2020,4,Gibraltar,1,0,0,0,0,0,36.1408,-5.3536,1,6.8,33701,4956.029412,147.0588235,29.67271001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-08-2020,5,Gibraltar,1,0,0,0,0,0,36.1408,-5.3536,1,6.8,33701,4956.029412,147.0588235,29.67271001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-09-2020,6,Gibraltar,1,0,0,0,0,0,36.1408,-5.3536,1,6.8,33701,4956.029412,147.0588235,29.67271001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-10-2020,7,Gibraltar,1,0,0,0,1,1,36.1408,-5.3536,0,6.8,33701,4956.029412,147.0588235,29.67271001,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,1,Greenland,1,1,0,0,0,0,71.7069,-42.6043,1,2166000,55877,0.025797322,0.000461681,17.89645113,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,2,Greenland,1,0,0,0,0,0,71.7069,-42.6043,1,2166000,55877,0.025797322,0.000461681,17.89645113,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,3,Greenland,1,0,0,0,0,0,71.7069,-42.6043,1,2166000,55877,0.025797322,0.000461681,17.89645113,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,4,Greenland,0,-1,0,0,0,0,72,-40,0,2166000,55877,0.025797322,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,5,Greenland,0,0,0,0,0,0,72,-40,0,2166000,55877,0.025797322,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,6,Greenland,0,0,0,0,0,0,72,-40,0,2166000,55877,0.025797322,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,7,Greenland,0,0,0,0,0,0,72,-40,0,2166000,55877,0.025797322,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,10,Guadeloupe,56,3,0,0,0,0,16.265,-61.551,56,1628.4,395725,243.0146156,34.38958487,141.5124139,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,9,Guadeloupe,53,8,0,0,0,0,16.265,-61.551,53,1628.4,395725,243.0146156,32.54728568,133.9313917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,8,Guadeloupe,45,12,0,0,0,0,16.265,-61.551,45,1628.4,395725,243.0146156,27.63448784,113.7153326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,7,Guadeloupe,33,6,0,0,0,0,16.265,-61.551,33,1628.4,395725,243.0146156,20.26529108,83.39124392,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,6,Guadeloupe,27,9,0,0,0,0,16.265,-61.551,27,1628.4,395725,243.0146156,16.5806927,68.22919957,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,5,Guadeloupe,18,12,0,0,0,0,16.265,-61.551,18,1628.4,395725,243.0146156,11.05379514,45.48613305,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,4,Guadeloupe,6,3,0,0,0,0,16.265,-61.551,6,1628.4,395725,243.0146156,3.684598379,15.16204435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,3,Guadeloupe,3,2,0,0,0,0,16.265,-61.551,3,1628.4,395725,243.0146156,1.842299189,7.581022174,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-13-2020,1,Guadeloupe,1,1,0,0,0,0,16.265,-61.551,1,1628.4,395725,243.0146156,0.61409973,2.527007391,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,2,Guadeloupe,1,0,0,0,0,0,16.265,-61.551,1,1628.4,395725,243.0146156,0.61409973,2.527007391,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,1,Guam,3,3,0,0,0,0,13.4443,144.7937,3,541,175200,323.844732,5.545286506,17.12328767,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,2,Guam,3,0,0,0,0,0,13.4443,144.7937,3,541,175200,323.844732,5.545286506,17.12328767,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,3,Guam,0,-3,0,0,0,0,13.4443,144.7937,0,541,175200,323.844732,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,4,Guam,0,0,0,0,0,0,13.4443,144.7937,0,541,175200,323.844732,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,5,Guam,0,0,0,0,0,0,13.4443,144.7937,0,541,175200,323.844732,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-21-2020,6,Guam,0,0,0,0,0,0,13.4443,144.7937,0,541,175200,323.844732,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-22-2020,7,Guam,0,0,1,1,0,0,13.4443,144.7937,-1,541,175200,323.844732,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-14-2020,1,Guernsey,1,1,0,0,0,0,49.45,-2.58,1,78,62723,804.1410256,12.82051282,15.94311497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-15-2020,2,Guernsey,1,0,0,0,0,0,49.45,-2.58,1,78,62723,804.1410256,12.82051282,15.94311497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-16-2020,3,Guernsey,1,0,0,0,0,0,49.45,-2.58,1,78,62723,804.1410256,12.82051282,15.94311497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-17-2020,4,Guernsey,0,-1,0,0,0,0,49.45,-2.58,0,78,62723,804.1410256,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-18-2020,5,Guernsey,0,0,0,0,0,0,49.45,-2.58,0,78,62723,804.1410256,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-19-2020,6,Guernsey,0,0,0,0,0,0,49.45,-2.58,0,78,62723,804.1410256,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-20-2020,7,Guernsey,0,0,0,0,0,0,49.45,-2.58,0,78,62723,804.1410256,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
